id,publication_number,country,doc_number,kind,title,publication_date,publication_year,family_id,applicant_names,applicant_countries,cpc_codes,ipc_codes,filing_date
102053999,JP2003227805A,JP,2003227805,A,MAGNON MEDIATION TYPE SOLID NMR QUANTUM COMPUTER,2003-08-15,2003,27748089,JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE & TECHNOLOGY CORP; NATIONAL INSTITUTE FOR MATERIALS SCIENCE,,"{B82Y10/00,G06N10/20,G06N10/40,G06N10/40,G06N10/20}",,
102069882,JP2003243691A,JP,2003243691,A,PHOTON DETECTOR AND QUANTUM COMMUNICATION DEVICE AND QUANTUM COMPUTER COMPRISING IT,2003-08-29,2003,27779327,JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE & TECHNOLOGY CORP; TOMITA AKIHISA,,{B82Y10/00},,
102086887,JP2003260700A,JP,2003260700,A,"ALL SILICON QUANTUM COMPUTING ELEMENT, ITS MANUFACTURING METHOD AND ALL SILICON QUANTUM COMPUTER USING IT",2003-09-16,2003,28669308,JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE & TECHNOLOGY CORP,,"{B82Y10/00,G06N10/40,G06N10/40}",,
102164133,JP2003338617A,JP,2003338617,A,PROGRAM FOR CAUSING COMPUTER TO PERFORM OPERATION IN QUANTUM LEVEL AND COMPUTER READABLE RECORDING MEDIUM RECORDING PROGRAM,2003-11-28,2003,29713975,ATR ADVANCED TELECOMM RES INST; ADVANCED TELECOMMUNICATION RESEARCH INSTITUTE INTERNATIONAL,,,,
131520854,US6563310B2,US,6563310,B2,Quantum computing method using Josephson junctions between s-wave and d-wave superconductors,2003-05-13,2003,23903596,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",{CA},"{B82Y10/00,G06N10/40,H10N60/124,Y10S505/829,Y10S977/933,H10N60/124,B82Y10/00,G06N10/40}",,
131520855,US6563311B2,US,6563311,B2,Quantum computing method using magnetic flux states at a josephson junction,2003-05-13,2003,23797775,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",{CA},"{B82Y10/00,G06N10/40,H10N60/124,Y10S505/829,Y10S977/933,H10N60/124,B82Y10/00,G06N10/40,Y10S505/829,Y10S977/933}",,
131535520,US6578018B1,US,6578018,B1,System and method for control using quantum soft computing,2003-06-10,2003,22515643,YAMAHA MOTOR CO LTD; YAMAHA HATSUDOKI KABUSHIKI KAISHA,{JP},"{B82Y10/00,G06N10/60,Y10S977/933,G06N10/60,B82Y10/00,Y10S977/933}",,
138044546,US2003055513A1,US,2003055513,A1,Method for quantum computing,2003-03-20,2003,26071447,RAUSSENDORF ROBERT; RAUSSENDORF ROBERT; BRIEGEL HANS,"{DE,DE}","{B82Y10/00,G06N10/20,G06N10/40,G06N10/40,B82Y10/00,G06N10/20}",,
137994056,US2003005010A1,US,2003005010,A1,Efficient quantum computing operations,2003-01-02,2003,26853247,CLEVE RICHARD; CLEVE RICHARD; WATROUS JOHN,"{CA,CA}","{B82Y10/00,G06N10/20,G06N10/60,G06N10/70,G06N10/20,B82Y10/00,G06N10/60,G06N10/70}",,
138012694,US2003023651A1,US,2003023651,A1,Quantum computation,2003-01-30,2003,26816887,WHALEY K BIRGIT; WHALEY K. BIRGIT; LIDAR DANIEL A.; KEMPE JULIA; BACON DAVID,"{US,CA,US,US}","{H04L9/0852,B82Y10/00,G06F17/10,G06N10/20,G06N10/70,H04L2209/34,H04L9/0852,B82Y10/00,G06F17/10,G06N10/20,G06N10/70,H04L2209/34}",,
146782037,WO02065393A3,WO,02065393,A3,OPTIMIZATION METHOD FOR QUANTUM COMPUTING PROCESS,2003-05-15,2003,25127488,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.; BLAIS, ALEXANDRE","{CA,CA}","{B82Y10/00,G06N10/20,G06N10/60,G06N10/20,B82Y10/00,G06N10/60}",,
146793882,WO02073527A3,WO,02073527,A3,SOLID-STATE QUANTUM DOT DEVICES AND QUANTUM COMPUTING USING NANOSTRUCTURED LOGIC DATES,2003-11-27,2003,23049866,WISCONSIN ALUMNI RES FOUND; WISCONSIN ALUMNI RESEARCH FOUNDATION,{US},"{B82Y10/00,H10D48/3835,H10D62/812,H10D62/814,H10D62/822,H10D62/832,H10D64/27,Y10S977/933,H10D62/812,B82Y10/00,Y10S977/933}",,
146913015,WO03056512A1,WO,03056512,A1,QUANTUM COMPUTING INTEGRATED DEVELOPMENT ENVIRONMENT,2003-07-10,2003,21846082,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",{CA},"{B82Y10/00,G06N10/20,G06N10/80,G06N10/20,B82Y10/00,G06N10/80}",,
146946585,WO03081526A1,WO,03081526,A1,QUANTUM CELLULAR AUTOMATA COMPUTING WITH ENDOHEDRAL FULLERENES,2003-10-02,2003,28454792,"NAT UNIV IRELAND MAYNOOTH; NATIONAL UNIVERSITY OF IRELAND MAYNOOTH; TWAMLEY, JASON","{IE,IE}","{G06N10/40,G06N10/20,G06N10/40,G06N10/20}",,
4948331,AU2002350357A1,AU,2002350357,A1,QUANTUM COMPUTING INTEGRATED DEVELOPMENT ENVIRONMENT,2003-07-15,2003,33569560,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",,"{G06N10/80,G06N10/20,G06N10/40,G06N10/80,G06N10/20,G06N10/40}",,2002-12-23
9656528,CA2470715A1,CA,2470715,A1,QUANTUM COMPUTING INTEGRATED DEVELOPMENT ENVIRONMENT,2003-07-10,2003,32991679,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",{CA},"{B82Y10/00,G06N10/20,G06N10/40,G06N10/80,G06N10/40,G06N10/20,G06N10/80}",,2002-12-23
77850838,GB2382892A,GB,2382892,A,Method for quantum computing,2003-06-11,2003,26071447,RAUSSENDORF ROBERT; ROBERT * RAUSSENDORF; HANS J * BRIEGEL,"{DE,DE}","{B82Y10/00,G06N10/20,G06N10/40,G06N10/40,B82Y10/00,G06N10/20}",,
12201784,CN1449359A,CN,1449359,A,Single molecule array on silicon substrate for quantum computer,2003-10-15,2003,3823813,UNISEARCH LTD; UNISEARCH LTD.,{AU},"{H01L21/306,B82Y10/00,G01Q80/00,G06N10/00,H01L21/223,H10D30/014,H10D30/402,H10D48/3835,H01L21/306,G01Q80/00,G06N10/00}",,
80227843,IL134920A,IL,134920,A,QUANTUM COMPUTER,2003-11-23,2003,3803551,UNISEARCH LTD; UNISEARCH LIMITED,{AU},"{H10D30/402,B82Y10/00,G06N10/00,H10D48/3835,Y10S977/933,H10D30/00,G06N10/00,H10D30/43,H10D30/402,B82Y10/00,G06N10/00,Y10S977/933}",,
70296034,EP1286303A1,EP,1286303,A1,Quantum computer,2003-02-26,2003,8182180,HITACHI EUROP LTD; HITACHI EUROPE LIMITED,{GB},"{B82Y10/00,G06N10/40,Y10S977/933,G06N10/40,B82Y10/00,Y10S977/933}",,
70343444,EP1310910A1,EP,1310910,A1,A method and system for quantum computation,2003-05-14,2003,8179187,"SUTER DIETER PROF DR; SUTER, DIETER, PROF. DR.",{DE},"{B82Y10/00,G06N10/40,G06N10/40}",,
70352583,EP1315667A1,EP,1315667,A1,SINGLE MOLECULE ARRAY ON SILICON SUBSTRATE FOR QUANTUM COMPUTER,2003-06-04,2003,3823813,UNISEARCH LTD; UNISEARCH LIMITED,{AU},"{H01L21/306,B82Y10/00,G01Q80/00,G06N10/00,H01L21/223,H10D30/014,H10D30/402,H10D48/3835,H01L21/306,G01Q80/00,G06N10/00}",,
102149896,JP2003324192A,JP,2003324192,A,SOLID-STATE NMR QUANTUM COMPUTER USING SEMICONDUCTOR CRYSTAL HAVING ISOTOPE SUPER-GRATING STRUCTURE,2003-11-14,2003,29541306,JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE & TECHNOLOGY CORP; NATIONAL INSTITUTE FOR MATERIALS SCIENCE,,"{B82Y10/00,G06N10/40,G06N10/40}",,
131554448,US6597010B2,US,6597010,B2,Solid-state quantum dot devices and quantum computing using nanostructured logic gates,2003-07-22,2003,23049866,WISCONSIN ALUMNI RES FOUND; WISCONSIN ALUMNI RESEARCH FOUNDATION,{US},"{B82Y10/00,H10D48/3835,H10D62/812,H10D62/814,H10D62/822,H10D62/832,H10D64/27,Y10S977/933,H10D62/812,B82Y10/00,Y10S977/933}",,
131590368,US6633053B1,US,6633053,B1,Method and apparatus for creating at least one qubit in a quantum computing device,2003-10-14,2003,24161541,JAEGER GREGG SCOTT; JAEGER GREGG SCOTT,{US},"{G02F3/00,B82Y10/00,Y10S977/933,G02F3/00,B82Y10/00,Y10S977/933}",,
131593204,US6635898B2,US,6635898,B2,Quantum computer,2003-10-21,2003,8182001,"HITACHI LTD; HITACHI, LTD.",{JP},"{H10D62/118,B82Y10/00,G06N10/40,H10D48/3835,G06N10/40,B82Y10/00}",,
131607168,US6649929B2,US,6649929,B2,Quantum computing with d-wave superconductors,2003-11-18,2003,23889170,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION,{US},"{B82Y10/00,G06N10/40,H10N60/124,H10N60/128,Y10S977/933,H10N60/128,B82Y10/00,G06N10/40,H10N60/124,Y10S977/933}",,
138029205,US2003040168A1,US,2003040168,A1,Quantum computer,2003-02-27,2003,8182180,CAIN PAUL; CAIN PAUL; FERGUSON ANDREW; WILLIAMS DAVID,"{GB,GB,GB}","{B82Y10/00,G06N10/40,Y10S977/933,G06N10/40,B82Y10/00,Y10S977/933}",,
138083636,US2003094606A1,US,2003094606,A1,Quantum computing with d-wave superconductors,2003-05-22,2003,23889170,NEWNS DENNIS M; NEWNS DENNIS M.; TSUEI CHANG C.,"{US,US}","{B82Y10/00,G06N10/40,H10N60/124,H10N60/128,Y10S977/933,H10N60/128,B82Y10/00,G06N10/40,H10N60/124,Y10S977/933}",,
138110053,US2003121028A1,US,2003121028,A1,Quantum computing integrated development environment,2003-06-26,2003,21846082,COURY MICHAEL; COURY MICHAEL; ROSE GEORDIE; HILTON JEREMY P.,"{CA,CA,CA}","{B82Y10/00,G06N10/20,G06N10/80,G06N10/20,B82Y10/00,G06N10/80}",,
138153510,US2003164490A1,US,2003164490,A1,Optimization method for quantum computing process,2003-09-04,2003,25127488,BLAIS ALEXANDRE; BLAIS ALEXANDRE,{CA},"{B82Y10/00,G06N10/20,G06N10/60,G06N10/20,B82Y10/00,G06N10/60}",,
138158061,US2003169041A1,US,2003169041,A1,Quantum computing integrated development environment,2003-09-11,2003,21846082,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.",{US},"{B82Y10/00,G06N10/20,G06N10/80,G06N10/20,B82Y10/00,G06N10/80}",,
146242625,WO0218266A8,WO,0218266,A8,SINGLE MOLECULE ARRAY ON SILICON SUBSTRATE FOR QUANTUM COMPUTER,2003-01-03,2003,3823813,"UNISEARCH LTD; UNISEARCH LIMITED; CLARK, ROBERT, GRAHAM; DZURAK, ANDREW, STEVEN; O'BRIEN, JEREMY, LLOYD; SCHOFIELD, STEVEN, RICHARD; SIMMONS, MICHELLE, YVONNE","{AU,AU,AU,AU,AU,AU}","{H01L21/306,B82Y10/00,G01Q80/00,G06N10/00,H01L21/223,H10D30/014,H10D30/402,H10D48/3835,H01L21/306,G01Q80/00,G06N10/00}",,
146255962,WO0227653A3,WO,0227653,A3,METHOD FOR QUANTUM COMPUTING,2003-11-20,2003,26071447,"RAUSSENDORF ROBERT; RAUSSENDORF, ROBERT; BRIEGEL, HANS, J.","{DE,DE}","{B82Y10/00,G06N10/20,G06N10/40,G06N10/40,B82Y10/00,G06N10/20}",,
146861566,WO03018465A1,WO,03018465,A1,SUBSTITUTED DONOR ATOMS IN SILICON CRYSTAL FOR QUANTUM COMPUTER,2003-03-06,2003,27424537,"UNISEARCH LTD; UNISEARCH LIMITED; CLARK, ROBERT, GRAHAM; CURSON, NEIL, JONATHAN; HALLAM, TOBY; OBERBECK, LARS; SCHOFIELD, STEVEN, RICHARD; SIMMONS, MICHEL, YVONNE","{AU,AU,AU,AU,AU,AU,AU}","{B82Y10/00,B82Y30/00,H01L21/223,H01L21/18,B82Y10/00,B82Y30/00}",,
9694058,CA2496894A1,CA,2496894,A1,QUANTUM CIRCUIT AND QUANTUM COMPUTER,2004-03-18,2004,31972905,"JAPAN SCIENCE & TECH AGENCY; JAPAN SCIENCE AND TECHNOLOGY AGENCY; TOMITA, AKIHISA","{JP,JP}","{B82Y10/00,G06N10/20,G06N10/40,Y10S977/94,G06N10/20,B82Y10/00,G06N10/40,Y10S977/94}",,2002-10-02
11739898,CN1135700C,CN,1135700,C,"Quantum computer, initial method and method for testing nuclear spin",2004-01-21,2004,3803551,UNISEARCH LIMITE; UNISEARCH LIMITE,{AU},"{H10D30/402,B82Y10/00,G06N10/00,H10D48/3835,Y10S977/933,H10D30/00,G06N10/00,H10D30/43,H10D30/402,B82Y10/00,G06N10/00,Y10S977/933}",,
77850839,GB2382892B,GB,2382892,B,Method for quantum computing,2004-11-03,2004,26071447,RAUSSENDORF ROBERT; ROBERT * RAUSSENDORF; HANS J * BRIEGEL,"{DE,DE}","{B82Y10/00,G06N10/20,G06N10/40,G06N10/40,B82Y10/00,G06N10/20}",,
5056778,AU2003267150A1,AU,2003267150,A1,TECHNIQUES FOR HIGH FIDELITY QUANTUM TELEPORTATION AND COMPUTING,2004-07-29,2004,32719149,UNIV JOHNS HOPKINS; THE JOHNS HOPKINS UNIVERSITY,,"{B82Y10/00,G06N10/70,G06N10/70,B82Y10/00}",,2003-08-28
80533235,IN192584B,IN,192584,B,A quantum computer device for performing quantum computations and a method for its initialization,2004-05-08,2004,3803551,UNISEARCH LTD; UNISEARCH LTD.,{AU},"{H10D30/402,B82Y10/00,G06N10/00,H10D48/3835,Y10S977/933,H10D30/00,G06N10/00,H10D30/43,H10D30/402,B82Y10/00,G06N10/00,Y10S977/933}",,
102225511,JP2004014977A,JP,2004014977,A,QUANTUM BIT COMPUTATION ELEMENT AND QUANTUM BIT COMPUTATION METHOD USING THE SAME,2004-01-15,2004,30436171,FUJITSU LTD; FUJITSU LTD,,"{B82Y10/00,G06N10/40,G06N10/60,G06N10/60,G06N10/40}",,
102411113,JP2004200579A,JP,2004200579,A,QUANTUM COMPUTING ELEMENT AND ITS USING METHOD,2004-07-15,2004,32766163,NEC CORP; NEC CORP,,"{B82Y10/00,G06N10/40,H10N60/12,H10N60/12,B82Y10/00,G06N10/40}",,
131635615,US6678450B1,US,6678450,B1,Optical method for quantum computing,2004-01-13,2004,29782171,UNIV JOHNS HOPKINS; THE JOHNS HOPKINS UNIVERSITY,{US},"{B82Y10/00,G06N10/20,G06N10/40,G06N10/20,B82Y10/00,G06N10/40}",,
138226803,US2004000666A1,US,2004000666,A1,Encoding and error suppression for superconducting quantum computers,2004-01-01,2004,29782512,LIDAR DANIEL; LIDAR DANIEL; WU LIAN-AO; BLAIS ALEXANDRE,"{CA,CA,CA}","{B82Y10/00,G06N10/70,H10N69/00,H10N69/00,B82Y10/00,G06N10/70}",,
138249646,US2004023519A1,US,2004023519,A1,Single molecule array on silicon substrate for quantum computer,2004-02-05,2004,3823813,CLARK ROBERT GRAHAM; CLARK ROBERT GRAHAM; DZURAK ANDREW STEVEN; SCHOFIELD STEVEN RICHARD; SIMMONS MICHELLE YVONNE; O'BRIEN JEREMY LLOYD,"{AU,AU,AU,AU,AU}","{H01L21/306,B82Y10/00,G01Q80/00,G06N10/00,H01L21/223,H10D30/014,H10D30/402,H10D48/3835,H01L21/306,G01Q80/00,G06N10/00}",,
138250874,US2004024750A1,US,2004024750,A1,Intelligent mechatronic control suspension system based on quantum soft computing,2004-02-05,2004,31187451,ULYANOV SERGEI V; ULYANOV SERGEI V.; PANFILOV SERGEI A.; ULYANOV VIKTOR S.; HAGIWARA TAKAHIDE; TAKAHASHI KAZUKI; LITVINTSEVA LUDMILA,"{IT,IT,IT,JP,IT,IT}","{B82Y10/00,G06N10/60,B82Y10/00}",,
138470756,US2004244672A1,US,2004244672,A1,Substituted donor atoms in silicon crystal for quantum computer,2004-12-09,2004,27424537,CLARK ROBERT GRANHAM; CLARK ROBERT GRANHAM; CURSON NEIL JONATHAN; HALLAM TOBY; OBERBECK LARS; SCHOFIELD STEVEN RICHARD; SIMMONS MICHELLE YVONNES,"{AU,AU,AU,AU,AU,AU}","{B82Y10/00,B82Y30/00,H01L21/223,H01L21/18,B82Y10/00,B82Y30/00}",,
147065298,WO2004061533A1,WO,2004061533,A1,TECHNIQUES FOR HIGH FIDELITY QUANTUM TELEPORTATION AND COMPUTING,2004-07-22,2004,32719149,"UNIV JOHNS HOPKINS; THE JOHNS HOPKINS UNIVERSITY; FRANSON, JAMES, D.; DONEGAN, MICHELLE, M.; FITCH, MICHAEL, J.; JACOBS, BRYAN, C.; PITTMAN, TODD, B.","{US,US,US,US,US,US}","{B82Y10/00,G06N10/70,G06N10/70,B82Y10/00}",,
147123021,WO2004102470A2,WO,2004102470,A2,CONDITIONAL RABI OSCILLLATION READOUT FOR QUANTUM COMPUTING,2004-11-25,2004,33457210,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.; HILTON, JEREMY, P.; ROSE, GEORDIE; WILSON, BROCK; SMIRNOV, ANATOLY, YU","{CA,CA,CA,CA,CA}","{B82Y10/00,G06N10/40,Y10S977/933,G06N10/40,B82Y10/00,Y10S977/933}",,
147097442,WO2004084132A2,WO,2004084132,A2,UNIVERSAL QUANTUM COMPUTING,2004-09-30,2004,33029993,"MAGIQ TECHNOLOGIES INC; MAGIQ TECHNOLOGIES, INC.",{US},"{B82Y10/00,G06N10/20,G06N10/20,B82Y10/00}",,
5042955,AU2003256997A1,AU,2003256997,A1,INTELLIGENT MECHATRONIC CONTROL SUSPENSION SYSTEM BASED ON QUANTUM SOFT COMPUTING,2004-02-16,2004,31187451,"YAMAHA MOTOR CO LTD; YAMAHA MOTOR CO., LTD",,"{B82Y10/00,G06N10/60,B82Y10/00}",,2003-07-29
5042956,AU2003256997A8,AU,2003256997,A8,Intelligent mechatronic control suspension system based on quantum soft computing,2004-02-16,2004,31187451,"YAMAHA MOTOR CORP USA; YAMAHA MOTOR CORP., USA",,"{B82Y10/00,G06N10/60,B82Y10/00}",,2003-07-29
5123994,AU2004214499A1,AU,2004214499,A1,Method and programmable apparatus for quantum computing,2004-09-02,2004,32908460,CLEARSIGHT SYSTEMS INC; CLEARSIGHT SYSTEMS INC.,{US},"{B82Y10/00,G06N10/80,G06F7/38,G06F7/00,G06N10/80,G06N10/80,B82Y10/00}",,2004-02-17
9720728,CA2515497A1,CA,2515497,A1,METHOD AND PROGRAMMABLE APPARATUS FOR QUANTUM COMPUTING,2004-09-02,2004,32908460,CLEARSIGHT SYSTEMS INC; CLEARSIGHT SYSTEMS INC.,{US},"{B82Y10/00,G06N10/80,G06F7/38,G06F7/00,G06N10/80,G06N10/80,B82Y10/00}",,2004-02-17
11796077,CN1163788C,CN,1163788,C,Optical method for quantum computing,2004-08-25,2004,22174682,UNIV JOHNS HOPKINS; THE JOHNS HOPKINS UNIV.,{US},"{B82Y10/00,G06N10/20,G06N10/70,B82Y10/00,G06N10/20,G06N10/70,G06N10/70,G06N10/20}",,
12299532,CN1545485A,CN,1545485,A,Substituted donor atoms in silicon crystal for quantum computer,2004-11-10,2004,27424537,UNISEARCH LTD; UNISEARCH LTD.,{AU},"{B82Y10/00,B82Y30/00,H01L21/223,H01L21/18,B82Y10/00,B82Y30/00}",,
102305186,JP2004094652A,JP,2004094652,A,QUANTUM CIRCUIT AND QUANTUM COMPUTER,2004-03-25,2004,31972905,JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE & TECHNOLOGY CORP; TOMITA AKIHISA,,"{B82Y10/00,G06N10/20,G06N10/40,Y10S977/94,G06N10/20,B82Y10/00,G06N10/40,Y10S977/94}",,
102305419,JP2004094885A,JP,2004094885,A,"QUANTUM COMPUTER ALGORITHM CONVERTER, METHOD THEREFOR, QUANTUM COMPUTER ALGORITHM CONVERSION PROGRAM, AND RECORDING MEDIUM WITH THE PROGRAM RECORDED THEREON",2004-03-25,2004,32063409,NIPPON TELEGRAPH & TELEPHONE; NIPPON TELEGR & TELEPH CORP <NTT>,,"{B82Y10/00,G06N10/40,G06N10/60,G06N10/40,G06N10/60}",,
102514538,JP2004304004A,JP,2004304004,A,QUANTUM COMPUTING ELEMENT,2004-10-28,2004,33408303,JAPAN SCIENCE & TECH AGENCY; JAPAN SCIENCE & TECHNOLOGY AGENCY,,"{B82Y10/00,G06N10/40,G06N10/40}",,
131744494,US6787794B2,US,6787794,B2,Quantum computer,2004-09-07,2004,8182180,"HITACHI LTD; HITACHI, LTD.",{JP},"{B82Y10/00,G06N10/40,Y10S977/933,G06N10/40,B82Y10/00,Y10S977/933}",,
138297136,US2004071019A1,US,2004071019,A1,Method of forming quantum-mechanical memory and computational devices and devices obtained thereof,2004-04-15,2004,32073118,MAGNUS WIM; MAGNUS WIM; KERNER CHRISTOPH; SCHOENMAKER WIM,"{BE,BE,BE}","{G11C11/44,B82Y10/00,Y10S505/846,G11C11/44,B82Y10/00,Y10S505/846}",,
138335746,US2004109631A1,US,2004109631,A1,Techniques for high fidelity quantum teleportation and computing,2004-06-10,2004,32719149,FRANSON JAMES D; FRANSON JAMES D.; DONEGAN MICHELLE M.; FITCH MICHAEL J.; JACOBS BRYAN C.; PITTMAN TODD B.,"{US,US,US,US,US}","{B82Y10/00,G06N10/70,G06N10/70,B82Y10/00}",,
146997224,WO2004012139A2,WO,2004012139,A2,INTELLIGENT MECHATRONIC CONTROL SUSPENSION SYSTEM BASED ON QUANTUM SOFT COMPUTING,2004-02-05,2004,31187451,"YAMAHA MOTOR CO LTD; YAMAHA MOTOR CO., LTD; YAMAHA MOTOR CORP., USA","{JP,US}","{B82Y10/00,G06N10/60,B82Y10/00}",,
147012463,WO2004023232A1,WO,2004023232,A1,QUANTUM CIRCUIT AND QUANTUM COMPUTER,2004-03-18,2004,31972905,"JAPAN SCIENCE & TECH CORP; JAPAN SCIENCE AND TECHNOLOGY CORPORATION; TOMITA, AKIHISA","{JP,JP}","{B82Y10/00,G06N10/20,G06N10/40,Y10S977/94,G06N10/20,B82Y10/00,G06N10/40,Y10S977/94}",,
147084806,WO2004075104A2,WO,2004075104,A2,METHOD AND PROGRAMMABLE APPARATUS FOR QUANTUM COMPUTING,2004-09-02,2004,32908460,HYNOMICS CORP; HYNOMICS CORPORATION,{US},"{B82Y10/00,G06N10/80,G06F7/38,G06F7/00,G06N10/80,G06N10/80,B82Y10/00}",,
147100401,WO2004086295A1,WO,2004086295,A1,A CONTROL ARCHITECTURE FOR A QUANTUM COMPUTER,2004-10-07,2004,33102560,"QUCOR PTY LTD; QUCOR PTY LTD; CLARK, ROBERT; BARRETT, NEIL; REILLY, DAVID; BUEHLER, TILO","{AU,AU,AU,AU,AU}","{H03H7/383,B82Y10/00,G06N10/40,G06N10/70,H03H7/40,G06N10/70,G06N10/40}",,
9799571,CA2570354A1,CA,2570354,A1,VOLTAGE-CONTROLLED COMPUTING ELEMENT FOR QUANTUM COMPUTER,2005-12-29,2005,35509925,CA NAT RESEARCH COUNCIL; NATIONAL RESEARCH COUNCIL OF CANADA,{CA},"{B82Y10/00,H10D62/822,B82Y10/00}",,2005-06-14
11878740,CN1205113C,CN,1205113,C,"Single molecular array on silicon substrate for quantum computer, its preparation method and quantum computer using the substrate",2005-06-08,2005,3823813,UNISEARCH LTD; UNISEARCH LTD.,{AU},"{H01L21/306,B82Y10/00,G01Q80/00,G06N10/00,H01L21/223,H10D30/014,H10D30/402,H10D48/3835,H01L21/306,G01Q80/00,G06N10/00}",,
102817388,JP2005203601A,JP,2005203601,A,"QUANTUM POINT CONTACT, QUANTUM DOT, QUANTUM THIN WIRE, MEMORY ELEMENT AND QUANTUM COMPUTER",2005-07-28,2005,34822229,OCHIAI YUICHI; OCHIAI YUICHI,,"{B82Y10/00,G06N10/40,G06N10/40}",,
102880891,JP2005267104A,JP,2005267104,A,QUANTUM COMPUTING DEVICE AND METHOD AND COMPUTING TIME EVALUATING METHOD,2005-09-29,2005,35091609,CANON KK; CANON INC,,{B82Y10/00},,
102882513,JP2005268726A,JP,2005268726,A,"PROGRAM FOR MAKING COMPUTER PERFORM EXCITON QUANTUM LEVEL COMPUTATION, AND COMPUTER READABLE RECORDING MEDIUM THAT HAS RECORDED PROGRAM",2005-09-29,2005,35092909,HAMAMATSU PHOTONICS KK; HAMAMATSU PHOTONICS KK,,,,
113632484,KR20050105469A,KR,20050105469,A,METHOD AND PROGRAMMABLE APPARATUS FOR QUANTUM COMPUTING,2005-11-04,2005,32908460,CLEARSIGHT SYSTEMS INC; CLEARSIGHT SYSTEMS INC.,{US},"{B82Y10/00,G06N10/80,G06F7/38,G06F7/00,G06N10/80,G06N10/80,B82Y10/00}",,
138495745,US2005001209A1,US,2005001209,A1,Conditional Rabi oscillation readout for quantum computing,2005-01-06,2005,33457210,HILTON JEREMY P; HILTON JEREMY P.; ROSE GEORDIE; WILSON BROCK; SMIRNOV ANATOLY YU.,"{CA,CA,CA,CA}","{B82Y10/00,G06N10/40,Y10S977/933,G06N10/40,B82Y10/00,Y10S977/933}",,
138509952,US2005015422A1,US,2005015422,A1,Method and programmable apparatus for quantum computing,2005-01-20,2005,32908460,KOHN WOLF; KOHN WOLF; NERODE ANIL,"{US,US}","{B82Y10/00,G06N10/80,G06F7/38,G06F7/00,G06N10/80,G06N10/80,B82Y10/00}",,
138677118,US2005182614A1,US,2005182614,A1,Systems and methods that facilitate quantum computer simulation,2005-08-18,2005,34841155,MICROSOFT CORP; MICROSOFT CORPORATION,{US},"{B82Y10/00,G06N10/20,G06N10/80,G06N10/20,B82Y10/00,G06N10/80}",,
146997225,WO2004012139A3,WO,2004012139,A3,INTELLIGENT MECHATRONIC CONTROL SUSPENSION SYSTEM BASED ON QUANTUM SOFT COMPUTING,2005-02-24,2005,31187451,"YAMAHA MOTOR CO LTD; YAMAHA MOTOR CO., LTD",{JP},"{B82Y10/00,G06N10/60,B82Y10/00}",,
147303810,WO2005122052A1,WO,2005122052,A1,HYBRID CLASSICAL-QUANTUM COMPUTER ARCHITECTURE FOR MOLECULAR MODELING,2005-12-22,2005,35503283,"DWAVE SYS INC; D-WAVE SYSTEMS, INC.; HILTON, JEREMY; ROSE, GEORDIE","{CA,CA,CA}","{B82Y10/00,G06N10/40,G16C10/00,G16C20/90,G06N10/40}",,
147307228,WO2005124674A1,WO,2005124674,A1,VOLTAGE-CONTROLLED COMPUTING ELEMENT FOR QUANTUM COMPUTER,2005-12-29,2005,35509925,"CA NAT RESEARCH COUNCIL; NATIONAL RESEARCH COUNCIL OF CANADA; HAWRYLAK, PAWEL; KORKUSINSKI, MAREK","{CA,CA,CA}","{B82Y10/00,H10D62/822,B82Y10/00}",,
11899290,CN1215386C,CN,1215386,C,Method and hardware architecture for controlling a process or for processing data based on quantum soft computing,2005-08-17,2005,29270763,ST MICROELECTRONICS SRL; ST MICROELECTRONICS S.R.L.,{IT},"{H04L9/0825,H04L9/3263,H04L63/062,H04L63/0823,H04L9/083,G06Q20/3674,H04L9/0825,H04L9/3263,H04L63/0442,H04L63/045,H04L63/062,H04L63/0823,H04L63/18,H04L63/20,H04L2209/80,H04W12/0431,H04W12/06,H04W92/02,H04L63/0892,G06Q20/3674,H04L9/0825,H04L9/083,H04L9/3263,H04L63/0442,H04L63/062,H04L63/0823,H04L63/20,H04W12/069,H04L9/083,G06Q20/3674,H04L9/0825,H04L9/3263,H04L63/0442,H04L63/045,H04L63/062,H04L63/0823,H04L63/18,H04L63/20,H04L2209/80,H04W12/0431,H04W12/06,H04W92/02}",,
12431972,CN1672171A,CN,1672171,A,Intelligent mechatronic control suspension system based on quantum soft computing,2005-09-21,2005,31187451,"YAMAHA MOTOR CO LTD; YAMAHA MOTOR CO., LTD.",{JP},"{B82Y10/00,G06N10/60,B82Y10/00}",,
